,property_id,tag
707,1030472325,two_or_more_stories
708,1030472325,rental_property
709,1030472325,lake
710,1030472325,shopping
711,1030919488,central_air
712,1030919488,central_heat
713,1030919488,community_clubhouse
714,1030919488,community_security_features
715,1030919488,community_swimming_pool
716,1030919488,community_tennis_court
717,1030919488,fireplace
718,1030919488,garage_1_or_more
719,1030919488,garage_2_or_more
720,1030919488,hardwood_floors
721,1030919488,laundry_room
722,1030919488,recreation_facilities
723,1030919488,spa_or_hot_tub
724,1030919488,tennis_court
725,1030919488,two_or_more_stories
726,1031419384,central_air
727,1031419384,central_heat
728,1031419384,community_outdoor_space
729,1031419384,dishwasher
730,1031419384,fireplace
731,1031419384,hill_or_mountain_view
732,1031419384,laundry_room
733,1031419384,ocean_view
734,1031419384,recreation_facilities
735,1031419384,rv_or_boat_parking
736,1031419384,view
737,1031419384,water_view
738,1031419384,single_story
739,1031419384,garage_1_or_more
740,1031419384,garage_2_or_more
741,1031419384,waterfront
742,1031419384,modern_kitchen
743,1031419384,open_kitchen
744,1031419384,high_ceiling
745,1031419384,vaulted_ceiling
746,1031419384,ensuite
747,1031419384,mountain_view
748,1031419384,new_roof
749,1031419384,views
750,1031419384,groundscare
751,1031883174,city_view
752,1031883174,view
753,1031883174,big_lot
754,1031883174,views
755,1031883174,groundscare
756,1031883174,shopping
757,1032165070,basement
758,1032165070,community_security_features
759,1032165070,laundry_room
760,1032165070,two_or_more_stories
761,1033097480,dishwasher
762,1033097480,family_room
763,1033097480,ocean_view
764,1033097480,recreation_facilities
765,1033097480,view
766,1033097480,water_view
767,1033097480,community_swimming_pool
768,1033097480,rental_property
769,1033982845,community_outdoor_space
770,1033982845,dishwasher
771,1033982845,recreation_facilities
772,1033982845,view
773,1033982845,community_swimming_pool
774,1033982845,single_story
775,1033982845,garage_1_or_more
776,1033982845,shopping
777,1034050928,community_outdoor_space
778,1034050928,den_or_office
779,1034050928,family_room
780,1034050928,fireplace
781,1034050928,hill_or_mountain_view
782,1034050928,laundry_room
783,1034050928,view
784,1034050928,swimming_pool
785,1034050928,single_story
786,1034050928,garage_1_or_more
787,1034050928,garage_2_or_more
788,1034050928,updated_kitchen
789,1034050928,open_floor_plan
790,1034050928,floor_plan
791,1034050928,no_hoa
792,1034050928,big_lot
793,1034062789,central_air
794,1034062789,central_heat
795,1034062789,dishwasher
796,1034062789,washer_dryer
797,1034062789,single_story
798,1034062789,garage_1_or_more
799,1034062789,garage_2_or_more
800,1034062789,high_ceiling
801,1034318393,community_outdoor_space
802,1034318393,laundry_room
803,1034318393,single_story
804,1034318393,garage_1_or_more
805,1034318393,garage_2_or_more
806,1034318393,park
807,1034318393,shopping
808,1034462901,central_heat
809,1034462901,community_security_features
810,1034462901,family_room
811,1034462901,fireplace
812,1034462901,hardwood_floors
813,1034462901,laundry_room
814,1034462901,single_story
815,1034462901,garage_1_or_more
816,1034462901,garage_2_or_more
817,1034462901,modern_kitchen
818,1034462901,large_kitchen
819,1034462901,big_yard
820,1034462901,private_backyard
821,1035782648,central_heat
822,1035782648,den_or_office
823,1035782648,dining_room
824,1035782648,dishwasher
825,1035782648,family_room
826,1035782648,fireplace
827,1035782648,hardwood_floors
828,1035782648,laundry_room
829,1035782648,recreation_facilities
830,1035782648,spa_or_hot_tub
831,1035782648,single_story
832,1035782648,garage_1_or_more
833,1035782648,garage_2_or_more
834,1035782648,updated_kitchen
835,1035782648,rv_parking
836,1035782648,big_lot
837,1035782648,park
838,1035782648,shopping
839,1036122963,central_air
840,1036122963,central_heat
841,1036122963,city_view
842,1036122963,family_room
843,1036122963,fireplace
844,1036122963,hill_or_mountain_view
845,1036122963,laundry_room
846,1036122963,recreation_facilities
847,1036122963,view
848,1036122963,two_or_more_stories
849,1036122963,garage_1_or_more
850,1036122963,garage_2_or_more
851,1036122963,vaulted_ceiling
852,1036122963,master_suite
853,1036122963,gated_community
854,1036122963,park
855,1036122963,golf_course
856,1036122963,security
857,1036122963,shopping
858,1036615980,community_outdoor_space
859,1036615980,corner_lot
860,1036615980,fireplace
861,1036615980,laundry_room
862,1036615980,washer_dryer
863,1036615980,single_story
864,1036615980,garage_1_or_more
865,1036615980,garage_2_or_more
866,1036615980,big_lot
867,1036615980,new_roof
868,1036662998,central_air
869,1036662998,central_heat
870,1036662998,city_view
871,1036662998,community_outdoor_space
872,1036662998,disability_features
873,1036662998,dishwasher
874,1036662998,family_room
875,1036662998,fireplace
876,1036662998,hill_or_mountain_view
877,1036662998,laundry_room
878,1036662998,recreation_facilities
879,1036662998,spa_or_hot_tub
880,1036662998,view
881,1036662998,swimming_pool
882,1036662998,two_or_more_stories
883,1036662998,garage_1_or_more
884,1036662998,garage_2_or_more
885,1036662998,garage_3_or_more
886,1036662998,kitchen_island
887,1036662998,high_ceiling
888,1036662998,front_porch
889,1036662998,solar_system
